RowNumber,CustomerId,Apellido,CreditScore,Pais,Genero,Edad,Estadia,Balance,Numero de productos,Tiene tarjeta de crédito,Activo,EstimatedSalary,Salida,Queja,Nivel satisfacción,Tipo de tarjeta,Puntos ganados
2549.0,15617197,Chien,524,Francia,Hombre,50,4,0.0,2,1,1,31840.59,1,1,2,SILVER,292
2550.0,15631240,Dubinina,645,Francia,Mujer,36,8,0.0,2,1,1,12096.61,1,1,2,PLATINUM,608
2554.0,15732270,Hung,727,España,Hombre,71,8,0.0,1,1,1,198446.91,1,1,4,GOLD,869
2555.0,15739357,Moss,756,España,Hombre,30,2,145127.85,1,0,0,7554.68,0,0,2,SILVER,774
2557.0,15567486,Li,634,España,Mujer,41,4,0.0,2,1,1,164549.74,0,0,4,DIAMOND,311
2558.0,15714634,Nebechi,837,Francia,Hombre,26,4,89900.24,2,1,0,175477.03,0,0,2,DIAMOND,265
2559.0,15727021,Obialo,727,Alemania,Mujer,30,8,119027.28,2,1,1,137903.54,0,0,5,GOLD,515
2560.0,15650670,Bateson,567,Alemania,Mujer,40,2,105222.86,2,1,0,93795.86,0,0,1,SILVER,975
2562.0,15729763,Nelson,655,España,Hombre,34,1,116114.93,1,1,1,49492.15,0,0,5,GOLD,601
2565.0,15672144,Mao,667,Francia,Mujer,38,6,144432.04,1,1,1,73963.17,1,1,1,SILVER,403
2566.0,15596088,Fanucci,705,Francia,Mujer,50,4,77065.9,2,0,1,145159.26,0,0,4,PLATINUM,726
2567.0,15614878,Yeh,660,Alemania,Mujer,29,6,180520.29,1,1,1,123850.58,0,0,2,SILVER,988
2569.0,15775905,Moore,612,Alemania,Mujer,47,6,130024.87,1,1,1,45750.21,1,1,4,PLATINUM,705
2570.0,15700657,Thornton,641,Alemania,Mujer,40,2,110086.69,1,1,0,159773.14,0,0,4,DIAMOND,413
2572.0,15652527,Champion,680,Francia,Hombre,44,7,108724.98,1,0,1,72330.46,0,0,4,GOLD,973
2573.0,15785865,Mazzanti,711,Francia,Hombre,58,9,91285.13,2,1,1,26767.85,0,0,3,DIAMOND,949
2574.0,15645942,Macleod,689,España,Hombre,40,2,0.0,2,1,1,164768.82,0,0,4,GOLD,490
2575.0,15688691,Lei,665,Alemania,Mujer,51,9,110610.41,2,0,1,1112.76,1,1,2,GOLD,843
2577.0,15673529,Lombardo,645,España,Hombre,36,4,59893.85,2,1,0,43999.64,0,0,5,DIAMOND,420
2579.0,15704629,Wright,582,Francia,Mujer,32,1,116409.55,1,0,1,152790.92,0,0,4,SILVER,519
2580.0,15597896,Ozoemena,365,Alemania,Hombre,30,0,127760.07,1,1,0,81537.85,1,1,4,DIAMOND,342
2583.0,15703205,Uwaezuoke,656,Francia,Mujer,46,5,113402.14,2,1,1,138849.06,0,0,4,SILVER,605
2584.0,15567333,Archambault,712,Francia,Mujer,31,7,0.0,2,1,0,170333.38,0,0,4,SILVER,754
2586.0,15612030,Udegbulam,724,Francia,Hombre,28,9,0.0,2,1,1,100240.2,0,0,2,GOLD,664
2587.0,15573242,Greene,691,Francia,Hombre,50,6,136953.47,1,1,1,2704.98,0,0,5,PLATINUM,469
2591.0,15710450,Okwudiliolisa,848,España,Hombre,22,7,120811.89,1,1,1,185510.34,0,0,5,GOLD,295
2594.0,15755223,Tseng,692,Alemania,Hombre,53,7,150926.99,2,0,0,119817.19,0,0,2,SILVER,357
2596.0,15737310,Thompson,633,Francia,Hombre,29,10,130206.28,1,1,0,184654.87,0,0,5,GOLD,957
2597.0,15763665,Y?,833,Francia,Mujer,28,4,136674.51,2,0,0,5278.78,0,0,5,GOLD,502
2599.0,15765812,Trevisani,587,España,Hombre,48,1,0.0,2,1,1,8908.0,0,0,5,DIAMOND,660
2602.0,15616700,Leach,622,España,Mujer,41,9,0.0,2,1,1,155786.39,0,0,3,PLATINUM,292
2603.0,15683521,Godfrey,594,Alemania,Hombre,28,0,142574.71,2,1,0,129084.82,0,0,5,GOLD,689
2606.0,15620398,Mitchell,635,España,Mujer,34,5,98683.47,2,1,0,15733.19,0,0,3,SILVER,558
2607.0,15715707,Light,657,Francia,Hombre,32,3,118829.03,2,1,1,73127.61,0,0,2,DIAMOND,343
2610.0,15755242,Rowe,682,Francia,Mujer,46,2,0.0,1,1,1,114442.66,0,0,3,DIAMOND,257
2614.0,15665221,Nwebube,630,Francia,Hombre,26,7,129837.72,2,0,1,197001.15,0,0,1,DIAMOND,716
2616.0,15700209,Walker,486,Francia,Hombre,63,9,97009.15,1,1,1,85101.0,0,0,1,GOLD,575
2617.0,15658360,Gregory,762,España,Hombre,35,9,122929.42,2,0,0,149822.04,0,0,3,SILVER,504
2620.0,15800062,Lanford,850,España,Hombre,49,8,0.0,1,0,0,25867.67,1,1,2,PLATINUM,240
2622.0,15760102,Yeh,551,Francia,Mujer,36,5,0.0,1,1,0,183479.12,0,0,4,PLATINUM,960
2623.0,15787026,Onwuatuegwu,627,Alemania,Hombre,27,0,185267.45,2,1,1,77027.34,0,0,4,SILVER,606
2624.0,15653696,Goliwe,515,Francia,Mujer,28,9,0.0,2,0,0,94141.75,0,0,3,PLATINUM,772
2626.0,15600724,Scott,567,Alemania,Hombre,29,5,129750.68,1,1,0,109257.59,0,0,3,GOLD,886
2628.0,15707144,Onyeorulu,571,Alemania,Hombre,25,6,82506.72,2,1,0,167705.07,0,0,3,DIAMOND,624
2629.0,15775891,Myers,634,Alemania,Hombre,48,2,107247.69,1,1,1,103712.05,1,1,5,GOLD,674
2630.0,15711789,Davey,768,España,Mujer,42,3,0.0,1,0,0,161242.99,1,1,1,SILVER,651
2632.0,15681196,Chikere,629,Francia,Hombre,35,1,172170.36,1,1,1,159777.37,0,0,2,GOLD,230
2633.0,15716000,Hs?eh,638,España,Hombre,48,2,0.0,2,1,1,7919.08,0,0,1,DIAMOND,674
2634.0,15766776,Sal,576,Francia,Hombre,41,1,0.0,1,1,1,188274.6,0,0,3,DIAMOND,999
2637.0,15591179,Skelton,702,España,Hombre,30,2,0.0,2,1,1,145537.32,0,0,3,GOLD,786
2638.0,15677435,Kazantseva,647,Francia,Mujer,29,0,98263.46,2,1,0,164717.95,0,0,2,GOLD,621
2639.0,15698619,Bowhay,593,Francia,Hombre,43,9,0.0,2,1,1,76357.43,0,0,1,DIAMOND,931
2643.0,15581548,Kaodilinakachukwu,637,España,Mujer,22,5,98800.0,1,1,0,122865.55,0,0,2,SILVER,430
2645.0,15735263,Hsueh,736,Francia,Hombre,27,5,51522.75,1,0,1,192131.77,0,0,4,SILVER,562
2646.0,15765322,Connely,755,Francia,Hombre,23,5,84284.48,2,1,1,62851.6,0,0,5,DIAMOND,453
2648.0,15687162,Clayton,461,Francia,Hombre,51,9,119889.84,1,0,0,56767.67,1,1,1,GOLD,933
2649.0,15644962,Connolly,745,Francia,Hombre,21,4,137910.45,1,1,1,177235.23,0,0,3,PLATINUM,923
2650.0,15612615,Graham,616,Francia,Mujer,37,6,0.0,2,1,0,86242.18,0,0,2,PLATINUM,850
2651.0,15813439,Ch'ien,587,Francia,Hombre,33,5,100116.82,1,1,0,34215.58,0,0,5,SILVER,492
2652.0,15604544,Manfrin,850,Alemania,Hombre,40,4,166082.15,2,0,1,44406.17,0,0,1,SILVER,563
2653.0,15761348,Kuo,601,Francia,Mujer,38,0,0.0,2,1,0,165196.65,0,0,4,PLATINUM,657
2654.0,15785078,Fomin,730,España,Hombre,26,3,0.0,1,1,0,34542.41,0,0,3,GOLD,805
2655.0,15759874,Chamberlain,532,Francia,Hombre,44,3,148595.55,1,1,0,74838.64,1,1,1,PLATINUM,955
2657.0,15713267,Zimmer,779,España,Mujer,34,5,0.0,2,0,1,111676.63,0,0,1,SILVER,945
2661.0,15756241,Yirawala,767,Francia,Mujer,44,2,152509.25,1,1,1,136915.15,0,0,4,GOLD,777
2663.0,15742272,Ozerova,669,Francia,Mujer,44,8,96418.09,1,0,0,131609.48,1,1,3,SILVER,915
2664.0,15717898,Bruce,542,España,Hombre,32,2,131945.94,1,0,1,159737.56,0,0,3,SILVER,406
2665.0,15769582,Kang,586,Francia,Hombre,29,3,0.0,2,1,1,142238.54,0,0,2,GOLD,1000
2672.0,15611105,Castella,799,España,Hombre,35,7,0.0,2,0,1,140780.8,0,0,4,PLATINUM,695
2674.0,15574910,Ferguson,601,Francia,Hombre,50,2,115625.07,1,1,0,185855.21,0,0,5,DIAMOND,666
2675.0,15756472,Odinakachukwu,804,Francia,Hombre,25,7,108396.67,1,1,0,128276.95,0,0,1,DIAMOND,399
2676.0,15682890,Woronoff,745,Alemania,Hombre,38,5,65095.41,2,1,1,140197.42,0,0,3,PLATINUM,603
2677.0,15641994,Meng,667,Alemania,Hombre,43,1,103018.45,1,1,0,32462.39,1,1,4,DIAMOND,784
2678.0,15733297,Sinclair,518,Francia,Mujer,38,10,84764.79,1,1,1,162253.9,0,0,4,SILVER,289
2679.0,15767793,Hsu,819,Francia,Mujer,38,10,0.0,2,1,0,30498.7,0,0,3,SILVER,380
2682.0,15576760,Onodugoadiegbemma,673,Alemania,Hombre,36,5,73088.06,2,0,0,196142.26,0,0,3,GOLD,328
2683.0,15732102,Darling,656,Alemania,Mujer,27,3,150905.03,2,1,0,16998.72,0,0,4,GOLD,839
2684.0,15739046,Maggard,850,España,Mujer,23,9,143054.85,1,0,1,62980.96,0,0,3,PLATINUM,930
2685.0,15631927,Thomas,574,España,Mujer,28,7,0.0,2,0,0,185660.3,0,0,1,PLATINUM,626
2688.0,15679148,Oliver,508,Francia,Hombre,44,3,115451.05,2,0,0,67234.33,0,0,5,GOLD,654
2690.0,15636999,Mao,414,Francia,Hombre,38,8,0.0,1,0,1,77661.12,1,1,4,DIAMOND,258
2691.0,15754261,Ho,648,España,Hombre,42,2,98795.61,2,1,0,89123.99,0,0,5,GOLD,365
2693.0,15736274,Prokhorova,751,Francia,Hombre,31,8,0.0,2,0,0,17550.49,0,0,3,SILVER,341
2697.0,15792176,Henty,698,España,Mujer,40,0,92053.44,1,1,1,143681.83,0,0,4,DIAMOND,970
2698.0,15699450,Li,723,Francia,Hombre,48,7,0.0,2,1,1,150694.58,0,0,1,PLATINUM,501
2699.0,15729954,Azuka,586,Francia,Mujer,28,5,0.0,3,1,0,170487.4,1,1,2,PLATINUM,471
2700.0,15600103,Alexander,633,Alemania,Mujer,29,8,104944.1,1,1,1,97684.46,0,0,4,DIAMOND,769
2702.0,15797010,Shen,649,Francia,Mujer,31,2,0.0,2,1,0,15200.61,0,0,5,DIAMOND,993
2703.0,15670172,Padovesi,622,Francia,Mujer,30,4,107879.04,1,0,1,196894.62,0,0,5,GOLD,623
2704.0,15627352,Bulgakov,459,Alemania,Hombre,46,7,110356.42,1,1,0,4969.13,1,1,1,PLATINUM,997
2705.0,15622494,Mazzanti,718,Francia,Hombre,27,2,0.0,2,0,0,26229.24,0,0,1,PLATINUM,538
2706.0,15585835,Lord,655,España,Mujer,34,4,109783.69,2,1,0,134034.32,0,0,1,PLATINUM,985
2710.0,15780212,Mao,592,Francia,Hombre,37,4,212692.97,1,0,0,176395.02,0,0,1,GOLD,232
2711.0,15766869,Uspenskaya,634,Alemania,Hombre,37,1,89696.84,2,1,1,193179.88,0,0,2,GOLD,725
2712.0,15775741,Powell,608,Francia,Mujer,28,9,0.0,2,1,1,125062.02,0,0,4,GOLD,397
2713.0,15628170,Brown,565,Alemania,Mujer,32,9,68067.24,1,1,0,143287.58,0,0,3,SILVER,504
2714.0,15701318,Poole,763,España,Hombre,67,9,148564.66,1,0,1,87236.4,0,0,1,PLATINUM,595
2716.0,15682547,Lucchese,649,Francia,Hombre,38,1,122214.0,1,0,1,88965.46,0,0,3,DIAMOND,591
2717.0,15631170,Clements,695,Francia,Hombre,45,3,0.0,2,1,1,30793.61,0,0,1,PLATINUM,364
2718.0,15648702,Yuriev,775,Alemania,Hombre,70,6,119684.88,2,1,1,74532.02,0,0,1,GOLD,237
2719.0,15783444,Endrizzi,788,Francia,Mujer,39,3,135139.33,1,0,1,113086.08,0,0,1,SILVER,444
2720.0,15809178,Pan,569,Alemania,Mujer,42,9,146100.75,1,1,0,32574.01,1,1,2,PLATINUM,812
2721.0,15806688,Manfrin,726,España,Mujer,56,8,123110.9,3,0,1,130113.78,1,1,4,DIAMOND,873
2722.0,15576824,Kennedy,564,Alemania,Mujer,44,3,111760.4,3,1,1,104722.47,1,1,3,DIAMOND,785
2723.0,15675422,Conway,544,Francia,Mujer,32,9,110728.39,1,1,1,14559.62,0,0,1,SILVER,629
2724.0,15681550,Lablanc,614,Francia,Mujer,41,8,121558.46,1,1,1,598.8,0,0,5,SILVER,698
2725.0,15812628,Dodd,453,Alemania,Mujer,38,8,120623.21,1,1,0,129697.99,0,0,5,GOLD,364
2726.0,15597951,Muir,471,Francia,Mujer,58,4,114713.57,1,1,1,36315.03,0,0,1,PLATINUM,904
2727.0,15807045,Milanesi,829,Alemania,Mujer,37,3,103457.76,1,0,0,1114.12,0,0,3,PLATINUM,287
2728.0,15581748,Shen,754,Alemania,Hombre,57,2,101134.87,2,1,1,70954.41,0,0,5,GOLD,898
2730.0,15608230,Hoelscher,667,Francia,Hombre,23,1,0.0,2,1,0,91573.19,0,0,3,SILVER,474
2731.0,15730339,Bell,670,España,Hombre,30,3,133446.34,1,0,0,3154.95,0,0,5,GOLD,317
2736.0,15791131,Chimaijem,551,Alemania,Mujer,30,2,143340.44,1,1,0,145796.49,0,0,2,DIAMOND,911
2741.0,15787699,Burke,650,Alemania,Hombre,34,4,142393.11,1,1,1,11276.48,0,0,3,DIAMOND,981
2742.0,15687738,Nwagugheuzo,535,Francia,Mujer,38,8,0.0,2,1,0,136620.64,0,0,1,DIAMOND,272
2745.0,15667046,Tseng,694,España,Hombre,38,7,121527.4,1,1,0,113481.02,0,0,4,PLATINUM,582
2747.0,15655794,Hanna,620,Francia,Hombre,36,8,0.0,2,1,1,145937.99,0,0,5,PLATINUM,675
2749.0,15753332,Loftus,401,Alemania,Hombre,48,8,128140.17,1,1,0,175753.55,1,1,2,GOLD,382
2750.0,15671124,Buccho,599,Francia,Hombre,25,6,120383.41,1,1,1,24903.09,0,0,5,DIAMOND,648
2751.0,15767474,Lorenzo,481,Francia,Mujer,57,9,0.0,3,1,1,169719.35,1,1,3,SILVER,259
2752.0,15720671,Ibezimako,704,Francia,Hombre,42,8,129735.3,2,1,1,179565.57,0,0,1,PLATINUM,361
2753.0,15626787,Wei,698,España,Mujer,31,8,185078.26,1,0,0,115337.74,1,1,5,GOLD,921
2754.0,15774491,Ross,480,Francia,Mujer,28,6,0.0,2,0,0,48131.92,0,0,3,SILVER,921
2755.0,15579647,Oluchukwu,682,Francia,Hombre,42,0,0.0,1,1,1,160828.98,0,0,5,SILVER,262
2756.0,15625522,Walker,700,España,Hombre,31,7,0.0,2,0,1,145151.96,0,0,1,GOLD,676
2757.0,15765806,Wu,492,Francia,Hombre,29,1,144591.96,1,1,1,196293.76,0,0,3,SILVER,251
2758.0,15566708,Chidalu,444,Francia,Mujer,45,4,0.0,2,1,0,161653.5,1,1,3,DIAMOND,482
2760.0,15575214,Ch'en,709,Francia,Hombre,37,7,0.0,1,1,0,159486.76,0,0,5,SILVER,981
2761.0,15591123,Iredale,557,Alemania,Hombre,68,2,100194.44,1,1,1,38596.34,0,0,1,GOLD,888
2763.0,15589018,Padilla,719,Alemania,Hombre,28,3,106070.29,2,1,1,183893.31,0,0,3,GOLD,802
2765.0,15597265,Mao,660,Francia,Hombre,38,7,0.0,2,0,1,146585.53,0,0,2,GOLD,780
2767.0,15677217,Ibragimova,705,Francia,Hombre,30,1,0.0,1,1,1,181300.32,0,0,5,SILVER,554
2768.0,15747265,Huang,598,Alemania,Mujer,27,10,171283.91,1,1,1,84136.12,0,0,5,GOLD,508
2769.0,15713379,Anderson,669,Francia,Hombre,26,4,0.0,2,1,1,197594.34,0,0,2,GOLD,829
2770.0,15730433,Nakayama,580,Alemania,Mujer,38,1,128218.47,1,1,0,125953.83,1,1,5,PLATINUM,951
2771.0,15693347,Gardener,676,Francia,Mujer,32,5,0.0,2,1,1,75465.41,0,0,5,DIAMOND,862
2772.0,15715465,Aksenova,714,Alemania,Hombre,28,7,77776.39,1,1,0,177737.07,0,0,3,DIAMOND,264
2773.0,15680736,Milne,597,Alemania,Mujer,72,6,124978.19,2,1,1,7144.46,0,0,2,PLATINUM,374
2774.0,15610765,Onwumelu,559,Francia,Hombre,29,1,0.0,2,0,0,155639.76,0,0,1,DIAMOND,839
2777.0,15685109,Teng,689,Francia,Hombre,39,7,0.0,2,0,0,14917.09,0,0,2,PLATINUM,680
2778.0,15776233,Kruglova,758,Alemania,Mujer,61,8,125397.21,1,1,0,182184.09,1,1,1,DIAMOND,538
2779.0,15761141,Palerma,604,España,Mujer,71,10,0.0,2,1,1,129984.2,0,0,1,GOLD,750
2783.0,15775234,Laurie,646,Francia,Hombre,24,8,0.0,2,0,0,92612.88,0,0,3,GOLD,239
2784.0,15659475,Chung,597,Francia,Mujer,33,6,135703.59,2,0,0,74850.84,0,0,3,SILVER,438
2786.0,15771417,Thomas,640,Francia,Hombre,43,7,132412.38,1,0,0,69584.3,1,1,5,SILVER,320
2791.0,15595883,Nkemdirim,540,Alemania,Hombre,39,4,127278.31,1,1,1,16150.34,0,0,3,DIAMOND,572
2792.0,15663826,Brim,532,España,Mujer,66,3,0.0,1,1,1,115227.02,0,0,1,DIAMOND,955
2793.0,15742820,Trevisano,535,Francia,Mujer,45,2,0.0,2,0,1,170621.55,0,0,4,GOLD,921
2795.0,15597930,Wilson,646,Francia,Hombre,52,8,59669.43,1,0,0,172495.81,1,1,3,SILVER,374
2796.0,15665110,Helena,515,Francia,Mujer,25,7,79543.59,1,0,1,38772.82,0,0,2,DIAMOND,509
2797.0,15770719,Duncan,697,Francia,Mujer,39,6,151553.19,1,1,1,44946.29,0,0,4,SILVER,221
2798.0,15731327,Hale,652,Alemania,Hombre,27,2,166527.88,2,0,1,146007.7,0,0,1,SILVER,917
2799.0,15576044,Macdonald,579,Alemania,Hombre,28,6,150329.15,1,1,0,145558.42,0,0,2,PLATINUM,588
2802.0,15596060,Skinner,498,España,Hombre,29,8,127864.26,1,1,1,46677.9,0,0,5,SILVER,404
2803.0,15723299,Sorokina,774,Francia,Hombre,53,4,113709.28,1,1,1,153887.93,1,1,3,PLATINUM,616
2804.0,15636982,Weller,705,Alemania,Mujer,43,7,79974.55,1,1,1,103108.33,0,0,1,SILVER,475
2805.0,15751175,Bess,648,Francia,Mujer,44,2,0.0,2,1,1,58652.23,0,0,5,DIAMOND,708
2806.0,15618936,MacDonald,688,Francia,Mujer,51,5,0.0,1,1,0,91624.11,1,1,4,PLATINUM,320
2810.0,15757001,Mai,624,Francia,Mujer,32,2,79368.87,2,1,1,145471.94,0,0,1,SILVER,994
2813.0,15581620,Franklin,597,Francia,Hombre,28,2,0.0,3,1,1,78707.97,0,0,3,SILVER,793
2814.0,15600934,Randell,758,Francia,Mujer,52,7,125095.94,1,1,0,171189.83,1,1,2,PLATINUM,747
2817.0,15619280,Uspensky,683,Francia,Hombre,25,4,0.0,2,1,0,152698.24,0,0,3,PLATINUM,637
2818.0,15768244,Macleod,538,España,Mujer,30,8,0.0,2,1,1,41192.95,0,0,3,GOLD,495
2819.0,15806837,Nnaife,669,Francia,Hombre,37,4,0.0,1,1,0,132540.33,0,0,5,PLATINUM,968
2820.0,15643496,Randolph,730,Francia,Mujer,34,5,74197.38,2,1,0,96875.52,0,0,4,PLATINUM,402
2821.0,15813916,Kudryashova,622,Francia,Mujer,31,1,89688.94,1,1,1,152305.47,0,0,2,GOLD,588
2822.0,15626385,George,714,España,Mujer,33,10,103121.33,2,1,1,49672.01,0,0,4,PLATINUM,830
2827.0,15628813,King,693,Francia,Mujer,43,4,152341.55,1,1,0,9241.78,0,0,5,SILVER,299
2829.0,15716449,Fraser,527,España,Hombre,33,9,132168.28,1,0,0,98734.15,0,0,3,GOLD,399
2831.0,15701555,Nicholls,575,España,Hombre,53,1,84903.33,2,0,1,26015.8,0,0,3,GOLD,899
2834.0,15680346,Chuang,683,España,Hombre,40,8,0.0,1,1,0,75848.22,0,0,4,PLATINUM,221
2835.0,15649124,Fang,850,Francia,Hombre,30,9,121535.18,1,0,0,40313.47,0,0,1,GOLD,531
2837.0,15768455,Young,679,Francia,Hombre,60,8,0.0,2,1,1,51380.9,0,0,4,SILVER,797
2838.0,15703059,Scott,549,Alemania,Mujer,49,6,124829.16,1,0,1,93551.36,0,0,3,DIAMOND,411
2842.0,15748473,Curnow,801,Francia,Hombre,38,5,0.0,2,1,0,66256.27,0,0,3,PLATINUM,940
2843.0,15785782,Ugonna,513,España,Hombre,48,2,0.0,1,1,1,114709.13,1,1,3,SILVER,497
2844.0,15693233,De Neeve,666,Alemania,Hombre,38,6,99812.88,2,1,1,158357.97,0,0,2,PLATINUM,671
2845.0,15757521,Ricci,606,Francia,Hombre,35,2,132164.26,1,0,1,164815.59,0,0,3,GOLD,331
2846.0,15812513,Nnaife,599,Alemania,Hombre,45,10,103583.05,1,1,0,132127.69,1,1,2,SILVER,376
2848.0,15678572,Keating,529,España,Hombre,38,7,99842.5,2,1,0,90256.06,1,1,4,DIAMOND,220
2849.0,15713608,Tuan,850,Francia,Mujer,41,5,0.0,2,1,1,34827.43,0,0,2,GOLD,914
2852.0,15776454,Hamilton,603,Francia,Mujer,48,5,0.0,1,1,0,100478.6,1,1,2,PLATINUM,709
2853.0,15771483,Arnold,609,Francia,Hombre,40,6,0.0,2,1,1,97416.34,0,0,1,DIAMOND,717
2856.0,15693203,Powell,710,España,Mujer,75,5,0.0,2,1,1,9376.89,0,0,1,GOLD,857
2857.0,15813067,Williams,432,Alemania,Mujer,45,3,110219.14,1,1,0,43046.7,1,1,5,GOLD,946
2858.0,15769829,Cheng,534,España,Hombre,51,3,0.0,2,0,1,20856.31,0,0,5,GOLD,253
2859.0,15662434,Zhdanova,607,Francia,Hombre,25,3,0.0,2,0,0,187048.72,0,0,3,DIAMOND,624
2860.0,15773503,Tsai,551,España,Hombre,32,4,0.0,2,1,0,53420.53,0,0,3,DIAMOND,921
2861.0,15705890,Nebechukwu,674,Francia,Hombre,45,7,142072.02,1,1,0,37013.29,0,0,2,GOLD,710
2863.0,15752375,Ojiofor,645,Alemania,Hombre,33,8,149564.61,1,0,0,149913.84,0,0,1,PLATINUM,256
2864.0,15659175,Severson,755,Francia,Mujer,43,9,0.0,2,1,0,18066.69,0,0,3,DIAMOND,690
2865.0,15597033,Speight,708,Alemania,Hombre,37,8,153366.13,1,1,1,26912.34,0,0,2,DIAMOND,682
2866.0,15590228,Greenwalt,715,Francia,Hombre,21,6,76467.16,1,1,1,173511.72,0,0,4,GOLD,995
2868.0,15654211,Milani,559,España,Mujer,27,1,0.0,1,0,1,1050.33,0,0,5,DIAMOND,658
2869.0,15707968,Akobundu,545,España,Hombre,36,8,73211.12,2,1,0,89587.34,1,1,3,PLATINUM,472
2873.0,15671591,Castiglione,439,España,Hombre,52,3,96196.24,4,1,0,198874.52,1,1,1,GOLD,397
2874.0,15707189,Marshall,667,Alemania,Mujer,36,1,114391.62,1,1,1,53412.54,0,0,5,SILVER,874
2875.0,15733581,Duncan,831,Alemania,Hombre,32,9,80262.66,1,1,0,194867.78,0,0,4,GOLD,590
2876.0,15641640,Uspenskaya,545,España,Mujer,33,7,173331.52,1,1,0,150452.88,0,0,4,DIAMOND,716
2877.0,15585284,Thomson,604,España,Mujer,35,7,147285.52,1,1,1,57807.05,0,0,5,PLATINUM,1000
2879.0,15667751,Herrera,487,España,Mujer,36,1,140137.15,1,1,0,194073.33,0,0,2,DIAMOND,677
2880.0,15669411,Muse,750,Alemania,Mujer,52,6,107467.56,1,1,0,126233.18,1,1,5,DIAMOND,644
2881.0,15789425,Marsden,694,Alemania,Mujer,37,8,98218.04,2,1,0,182354.46,1,1,3,GOLD,964
2884.0,15721917,Chuang,559,Francia,Mujer,38,8,95139.41,1,1,1,86575.46,0,0,4,PLATINUM,286
2885.0,15776047,Nicholls,620,Francia,Mujer,29,3,0.0,2,0,1,153392.28,0,0,3,SILVER,475
2886.0,15716024,Dennis,660,España,Hombre,42,5,0.0,2,1,0,115509.59,0,0,5,SILVER,491
2889.0,15658339,Pugliesi,795,Alemania,Hombre,37,2,139265.63,2,1,1,198745.94,0,0,1,PLATINUM,504
2890.0,15630402,Nebechukwu,594,Francia,Mujer,31,9,0.0,1,0,1,5719.11,0,0,5,GOLD,365
2891.0,15689616,Ward,586,España,Hombre,34,5,168094.01,1,0,0,20058.61,0,0,3,GOLD,287
2892.0,15774224,Nixon,613,Alemania,Mujer,30,5,131563.88,2,1,0,170638.98,0,0,2,GOLD,583
2894.0,15719606,Rivers,657,Francia,Hombre,50,9,0.0,2,0,0,37171.46,0,0,4,GOLD,971
2898.0,15664150,Holland,528,Alemania,Mujer,29,9,170214.23,2,1,0,49284.0,0,0,3,GOLD,940
2899.0,15624510,Tien,696,Francia,Hombre,52,6,139781.06,1,1,0,27445.4,1,1,3,DIAMOND,457
2901.0,15668575,Hao,626,España,Mujer,26,8,148610.41,3,0,1,104502.02,1,1,5,PLATINUM,410
2902.0,15603246,Genovesi,498,Francia,Hombre,73,2,170241.7,2,1,1,165407.96,0,0,2,GOLD,539
2904.0,15728773,Hsieh,568,Francia,Mujer,47,7,0.0,2,1,1,45978.39,0,0,2,GOLD,845
2905.0,15598044,Debellis,715,Francia,Mujer,35,3,0.0,1,1,1,152012.36,0,0,4,GOLD,917
2907.0,15600575,Padovano,802,España,Hombre,41,6,0.0,2,1,0,47322.05,0,0,2,DIAMOND,340
2908.0,15727311,Yen,539,Francia,Mujer,22,0,100885.93,2,1,1,38772.65,0,0,5,GOLD,725
2909.0,15570769,Kibble,494,Francia,Hombre,69,9,93320.8,1,1,1,24489.44,0,0,2,SILVER,366
2910.0,15606274,Lori,594,Alemania,Hombre,38,6,63176.44,2,1,1,14466.08,0,0,4,GOLD,890
2912.0,15704987,Lu,649,Francia,Mujer,52,8,49113.75,1,1,0,41858.43,0,0,1,SILVER,673
2913.0,15628972,Nebeolisa,699,Alemania,Hombre,32,1,123906.22,3,1,1,127443.82,1,1,1,SILVER,896
2915.0,15733883,Ward,604,Francia,Hombre,28,7,0.0,2,0,0,58595.64,0,0,3,SILVER,223
2917.0,15704583,Chikwado,651,Francia,Hombre,56,2,0.0,1,1,0,114522.68,1,1,4,GOLD,327
2918.0,15621083,Douglas,698,Francia,Hombre,57,6,136325.48,2,1,1,72549.27,1,1,2,DIAMOND,687
2919.0,15649487,Sal,578,Alemania,Mujer,38,4,113150.44,2,1,0,176712.59,1,1,4,GOLD,502
2920.0,15736760,Douglas,538,España,Mujer,42,9,0.0,1,0,0,152855.96,0,0,4,SILVER,641
2921.0,15714658,Yates,696,Francia,Mujer,33,4,0.0,2,1,1,73371.65,0,0,3,PLATINUM,348
2922.0,15599081,Watt,507,Alemania,Mujer,46,8,102785.16,1,1,1,70323.68,0,0,1,GOLD,633
2924.0,15631159,H?,705,Alemania,Hombre,41,4,72252.64,2,1,1,142514.66,0,0,2,GOLD,710
2927.0,15744529,Chiekwugo,510,Francia,Hombre,63,8,0.0,2,1,1,115291.86,0,0,2,SILVER,960
2928.0,15669656,Macdonald,632,Francia,Hombre,32,6,111589.33,1,1,1,170382.99,0,0,4,DIAMOND,782
2929.0,15581198,Jenkins,668,Alemania,Mujer,39,0,122104.79,1,1,0,112946.67,1,1,5,DIAMOND,749
2930.0,15729054,Korovina,744,Alemania,Hombre,32,4,96106.83,1,1,1,79812.77,0,0,5,DIAMOND,520
2932.0,15776733,Wilson,638,Alemania,Mujer,37,7,124513.66,2,1,0,158610.89,0,0,4,PLATINUM,705
